Date,Vehicle_ID,Vehicle_Type,Driver_ID,City,State,Fuel_Type,Fuel_Quantity_Liters,Fuel_Price_Per_Liter_INR,Total_Fuel_Cost_INR,Distance_KM,Mileage_KMPL,Maintenance_Cost_INR,Department,Route_Type,Is_Fraud
2025-02-28,VH1125,SUV,DR0525,Hyderabad,Telangana,Petrol,10.18,94.54,962.42,121.2,11.91,1234.08,Operations,Mixed,0
2024-12-03,VH1126,Bus,DR0526,Chennai,Tamil Nadu,Diesel,25.25,87.36,2205.84,133.3,5.28,2045.79,Operations,Urban,0
2024-03-31,VH1127,Bus,DR0527,Chennai,Tamil Nadu,CNG,22.99,78.06,1794.6,138.6,6.03,1263.37,Administration,Mixed,0
2024-07-18,VH1128,SUV,DR0528,Hyderabad,Telangana,Petrol,5.79,98.22,568.69,70.7,12.22,1733.0,Administration,Urban,0
2025-03-13,VH1129,Car,DR0529,Hyderabad,Telangana,CNG,5.56,75.94,422.23,122.3,22.0,1356.89,Logistics,Urban,0
2025-08-22,VH1130,Car,DR0530,Bengaluru,Karnataka,Diesel,4.77,90.57,432.02,61.3,12.85,880.9,Logistics,Urban,0
2025-11-15,VH1131,SUV,DR0531,Kolkata,West Bengal,Diesel,11.81,88.28,1042.59,116.8,9.89,1148.32,Logistics,Mixed,0
2025-02-06,VH1132,Truck,DR0532,Pune,Maharashtra,Petrol,6.57,97.69,641.82,64.9,9.88,1107.58,Administration,Urban,0
2025-02-06,VH1132,Truck,DR0532,Pune,Maharashtra,Petrol,6.57,97.69,641.82,64.9,9.88,1107.58,Administration,Urban,0
2024-05-25,VH1134,Truck,DR0534,Hyderabad,Telangana,Diesel,12.48,86.32,1077.27,84.6,6.78,1585.37,Operations,Urban,0
2024-04-22,VH1135,Truck,DR0535,Kolkata,West Bengal,Diesel,46.88,87.79,4115.6,258.8,5.52,1566.27,Sales,Highway,0
2024-08-02,VH1136,Truck,DR0536,Ahmedabad,Gujarat,Petrol,7.7,104.8,806.96,69.1,8.97,1397.57,Logistics,Urban,0
2025-06-03,VH1137,Car,DR0537,Mumbai,Maharashtra,Diesel,10.03,94.77,950.54,220.2,21.95,1298.8,Operations,Highway,0
2025-05-16,VH1138,Mini-Truck,DR0538,Ahmedabad,Gujarat,CNG,5.01,76.59,383.72,50.1,10.0,1574.31,Logistics,Urban,0
2024-03-05,VH1139,Car,DR0539,Bengaluru,Karnataka,Diesel,2.29,90.82,207.98,46.6,20.34,859.99,Sales,Urban,0
2025-10-05,VH1140,Mini-Truck,DR0540,Delhi,Delhi,Diesel,13.69,90.56,1239.77,119.4,8.72,177.19,Administration,Highway,0
2025-06-18,VH1141,Mini-Truck,DR0541,Hyderabad,Telangana,CNG,13.14,78.64,1033.33,107.2,8.16,1757.08,Administration,Mixed,0
2025-08-26,VH1142,SUV,DR0542,Kolkata,West Bengal,CNG,10.17,78.71,800.48,122.9,12.08,1513.23,Sales,Urban,0
2025-09-06,VH1143,Van,DR0543,Hyderabad,Telangana,Diesel,14.66,94.04,1378.63,213.0,14.53,1265.22,Maintenance,Highway,0
2025-05-15,VH1144,Van,DR0544,Pune,Maharashtra,Diesel,16.91,91.33,1544.39,212.7,12.58,987.09,Administration,Highway,0
2024-10-21,VH1145,Van,DR0545,Chennai,Tamil Nadu,Diesel,13.65,88.87,1213.08,214.1,15.68,528.67,Administration,Highway,0
2024-06-16,VH1146,Mini-Truck,DR0546,Bengaluru,Karnataka,Petrol,28.72,98.48,2828.35,81.2,8.35,2143.78,Operations,Urban,1
2024-10-19,VH1147,SUV,DR0547,Delhi,Delhi,Diesel,26.46,87.08,2304.14,277.0,10.47,1975.86,Administration,Highway,0
2025-07-27,VH1148,Mini-Truck,DR0548,Chennai,Tamil Nadu,Diesel,18.74,94.66,1773.93,174.3,9.3,1195.6,Logistics,Urban,0
2025-03-11,VH1149,Bus,DR0549,Bengaluru,Karnataka,Petrol,22.73,103.43,2350.96,169.6,7.46,1292.86,Operations,Highway,0
2024-12-01,VH1150,Mini-Truck,DR0550,Chennai,Tamil Nadu,Diesel,15.11,87.46,1321.52,120.9,8.0,661.7,Administration,Mixed,0
2025-01-25,VH1151,Bus,DR0551,Delhi,Delhi,Diesel,14.14,86.22,1219.15,103.9,7.35,30.0,Maintenance,Urban,0
2025-12-27,VH1152,Mini-Truck,DR0552,Delhi,Delhi,Diesel,28.27,88.64,2505.85,255.3,9.03,1431.86,Logistics,Highway,0
2024-05-01,VH1153,Bus,DR0553,Mumbai,Maharashtra,Petrol,13.98,94.15,1316.22,73.0,5.22,990.81,Logistics,Urban,0
2024-01-01,VH1154,Truck,DR0554,Ahmedabad,Gujarat,Diesel,24.12,93.11,2245.81,207.2,8.59,817.65,Operations,Highway,0
2025-12-02,VH1155,Car,DR0555,Delhi,Delhi,Diesel,5.04,89.65,451.84,63.8,12.65,1196.66,Operations,Mixed,0
2024-04-20,VH1156,Truck,DR0556,Hyderabad,Telangana,CNG,8.78,81.41,714.78,102.5,11.68,1179.15,Sales,Urban,0
2024-12-05,VH1157,Van,DR0557,Pune,Maharashtra,CNG,15.72,77.7,1221.44,235.7,14.99,569.39,Administration,Highway,0
2024-08-11,VH1158,Truck,DR0558,Delhi,Delhi,Petrol,7.94,97.43,773.59,83.8,10.55,1181.23,Sales,Mixed,0
2024-01-20,VH1159,Mini-Truck,DR0559,Pune,Maharashtra,Diesel,9.05,89.15,806.81,85.3,9.43,1422.59,Operations,Urban,0
2024-01-29,VH1160,Mini-Truck,DR0560,Ahmedabad,Gujarat,Diesel,31.24,92.24,2881.58,257.7,8.25,1164.06,Logistics,Highway,0
2024-01-05,VH1161,Van,DR0561,Delhi,Delhi,Diesel,12.41,93.06,1154.87,193.8,15.62,1049.22,Administration,Highway,0
2024-05-23,VH1162,Car,DR0562,Ahmedabad,Gujarat,Diesel,8.04,92.5,743.7,150.6,18.73,1976.53,Maintenance,Highway,0
2025-05-17,VH1163,Bus,DR0563,Bengaluru,Karnataka,Petrol,14.48,98.21,1422.08,95.6,6.6,1788.8,Logistics,Mixed,0
2025-05-09,VH1164,Van,DR0564,Kolkata,West Bengal,CNG,16.59,77.17,1280.25,173.4,10.45,1022.49,Maintenance,Mixed,0
2025-11-03,VH1165,SUV,DR0565,Kolkata,West Bengal,Diesel,7.41,85.54,633.85,89.9,12.13,2229.57,Logistics,Mixed,0
2024-05-11,VH1166,Van,DR0566,Bengaluru,Karnataka,CNG,12.21,80.54,983.39,187.0,15.32,1788.36,Logistics,Mixed,0
2025-06-29,VH1167,Van,DR0567,Ahmedabad,Gujarat,CNG,10.29,80.66,829.99,113.8,11.06,1198.65,Administration,Urban,0
2024-03-30,VH1168,Car,DR0568,Chennai,Tamil Nadu,Petrol,11.99,102.23,1225.74,176.9,14.75,1710.34,Maintenance,Mixed,0
2025-10-22,VH1169,SUV,DR0569,Bengaluru,Karnataka,Diesel,18.48,90.41,1670.78,183.5,9.93,1880.17,Maintenance,Urban,0
2025-12-15,VH1170,Bus,DR0570,Ahmedabad,Gujarat,Diesel,32.7,92.94,3039.14,21.5,0.66,1760.32,Administration,Mixed,1
2024-07-26,VH1171,Bus,DR0571,Delhi,Delhi,Diesel,12.59,94.98,1195.8,88.5,7.03,1222.33,Sales,Urban,0
2024-02-22,VH1172,Bus,DR0572,Delhi,Delhi,Diesel,39.04,85.09,3321.91,187.0,4.79,848.73,Sales,Highway,0
2025-02-09,VH1173,Van,DR0573,Hyderabad,Telangana,Petrol,8.79,103.24,907.48,138.6,15.77,1159.54,Sales,Urban,0
2024-05-09,VH1174,SUV,DR0574,Chennai,Tamil Nadu,Diesel,10.06,91.61,921.6,121.3,12.06,998.63,Logistics,Urban,0
2024-09-17,VH1175,Truck,DR0575,Pune,Maharashtra,Diesel,25.09,89.14,2236.52,159.3,6.35,1497.5,Sales,Mixed,0
2025-05-31,VH1176,Car,DR0576,Hyderabad,Telangana,Petrol,14.69,100.39,1474.73,293.9,20.0,1504.64,Maintenance,Highway,0
2024-10-09,VH1177,Mini-Truck,DR0577,Hyderabad,Telangana,Petrol,6.04,101.13,610.83,68.5,11.34,662.67,Administration,Mixed,0
2024-12-06,VH1178,Van,DR0578,Kolkata,West Bengal,Petrol,5.23,104.36,545.8,71.9,13.75,1917.1,Sales,Mixed,0
2024-08-27,VH1179,SUV,DR0579,Pune,Maharashtra,Diesel,9.38,85.49,801.9,100.1,10.67,1049.54,Operations,Urban,0
2025-01-26,VH1180,Truck,DR0580,Hyderabad,Telangana,Diesel,6.77,92.68,627.44,80.3,11.86,1642.49,Sales,Urban,0
2025-11-01,VH1181,SUV,DR0581,Pune,Maharashtra,Petrol,14.5,98.55,1428.97,121.5,8.38,1884.48,Administration,Urban,0
2024-11-08,VH1182,SUV,DR0582,Mumbai,Maharashtra,Petrol,18.7,99.97,1869.44,204.0,10.91,1602.05,Logistics,Highway,0
2024-08-12,VH1183,SUV,DR0583,Kolkata,West Bengal,CNG,21.91,82.7,1811.96,177.9,8.12,1350.21,Administration,Highway,0
2025-05-17,VH1184,Van,DR0584,Pune,Maharashtra,Diesel,8.42,88.88,748.37,102.9,12.22,428.16,Logistics,Mixed,0
2025-12-16,VH1185,SUV,DR0585,Hyderabad,Telangana,Diesel,15.04,93.85,1411.5,165.6,11.01,2153.92,Administration,Mixed,0
2024-06-04,VH1186,Mini-Truck,DR0586,Ahmedabad,Gujarat,CNG,16.51,81.92,1352.5,213.2,12.91,1295.43,Logistics,Highway,0
2024-04-21,VH1187,Truck,DR0587,Delhi,Delhi,Petrol,38.58,102.8,3966.02,238.8,6.19,177.68,Logistics,Highway,0
2025-10-12,VH1188,Truck,DR0588,Bengaluru,Karnataka,Diesel,22.37,90.53,2025.16,220.8,9.87,368.99,Operations,Highway,0
2024-12-04,VH1189,Bus,DR0589,Pune,Maharashtra,CNG,39.87,82.07,3272.13,218.5,5.48,1154.49,Administration,Mixed,0
2025-09-15,VH1190,Car,DR0590,Chennai,Tamil Nadu,Diesel,4.3,92.13,396.16,52.0,12.09,981.33,Administration,Urban,0
2024-03-22,VH1191,Van,DR0591,Ahmedabad,Gujarat,Diesel,10.64,89.39,951.11,123.9,11.65,1476.98,Sales,Mixed,0
2024-10-19,VH1192,Van,DR0592,Mumbai,Maharashtra,Petrol,6.39,96.83,618.74,78.7,12.32,870.01,Maintenance,Urban,0
2024-01-03,VH1193,Truck,DR0593,Hyderabad,Telangana,Petrol,13.98,103.93,1452.94,151.4,10.83,661.25,Logistics,Highway,0
2024-12-04,VH1194,Truck,DR0594,Bengaluru,Karnataka,Petrol,11.13,96.61,1075.27,105.7,9.5,903.63,Sales,Mixed,0
2025-03-15,VH1195,Truck,DR0595,Mumbai,Maharashtra,Diesel,20.71,85.58,1772.36,127.8,6.17,594.64,Sales,Highway,0
2025-03-15,VH1195,Truck,DR0595,Mumbai,Maharashtra,Diesel,20.71,85.58,1772.36,127.8,6.17,594.64,Sales,Highway,0
2024-01-23,VH1197,Truck,DR0597,Hyderabad,Telangana,Diesel,25.03,87.96,2201.64,166.2,6.64,895.51,Administration,Highway,0
2025-03-04,VH1198,Bus,DR0598,Mumbai,Maharashtra,Diesel,24.71,93.29,2305.2,187.8,7.6,1340.06,Administration,Highway,0
2025-02-02,VH1199,Mini-Truck,DR0599,Kolkata,West Bengal,Diesel,20.12,91.92,1849.43,262.1,13.03,718.17,Operations,Highway,0
2024-05-05,VH1000,Bus,DR0500,Bengaluru,Karnataka,Diesel,29.09,88.87,2585.23,185.0,6.36,1336.3,Administration,Highway,0
2024-03-30,VH1001,Van,DR0501,Mumbai,Maharashtra,Petrol,37.24,96.51,3594.03,208.7,15.09,1430.29,Sales,Highway,1
2025-05-20,VH1002,Mini-Truck,DR0502,Delhi,Delhi,Diesel,7.45,89.44,666.33,98.7,13.24,1863.05,Operations,Mixed,0
2024-02-10,VH1003,Mini-Truck,DR0503,Ahmedabad,Gujarat,Petrol,15.69,96.19,1509.22,126.6,8.07,1184.89,Maintenance,Mixed,0
2025-11-22,VH1004,SUV,DR0504,Kolkata,West Bengal,Diesel,11.13,94.67,1053.68,129.3,11.62,1883.1,Logistics,Mixed,0
2025-05-01,VH1005,Mini-Truck,DR0505,Kolkata,West Bengal,Petrol,17.7,104.91,1856.91,166.4,9.4,1403.67,Administration,Highway,0
2024-05-13,VH1006,SUV,DR0506,Bengaluru,Karnataka,Diesel,1.13,91.82,103.76,13.8,12.19,488.77,Operations,Urban,0
2024-05-13,VH1006,SUV,DR0506,Bengaluru,Karnataka,Diesel,1.13,91.82,103.76,13.8,12.19,488.77,Operations,Urban,0
2025-11-12,VH1008,SUV,DR0508,Bengaluru,Karnataka,CNG,23.65,82.83,1958.93,208.1,8.8,10.71,Operations,Highway,0
2024-02-15,VH1009,Bus,DR0509,Kolkata,West Bengal,Diesel,12.69,89.73,1138.67,89.7,7.07,1336.66,Administration,Urban,0
2024-03-09,VH1010,Bus,DR0510,Hyderabad,Telangana,Petrol,38.73,97.64,3781.6,180.5,4.66,836.11,Administration,Highway,0
2024-08-01,VH1011,Car,DR0511,Bengaluru,Karnataka,Diesel,9.83,92.27,907.01,206.5,21.0,1977.26,Logistics,Highway,0
2024-03-26,VH1012,Bus,DR0512,Hyderabad,Telangana,Petrol,14.46,104.61,1512.66,87.2,6.03,1012.87,Operations,Mixed,0
2025-12-06,VH1013,Van,DR0513,Mumbai,Maharashtra,Petrol,15.68,94.24,1477.68,170.9,10.9,1705.95,Logistics,Mixed,0
2024-10-11,VH1014,SUV,DR0514,Pune,Maharashtra,Diesel,8.35,93.89,783.98,106.6,12.77,2074.27,Logistics,Urban,0
2025-06-24,VH1015,Mini-Truck,DR0515,Mumbai,Maharashtra,Diesel,17.02,94.93,1615.71,194.2,11.41,1124.73,Maintenance,Highway,0
2025-12-11,VH1016,Mini-Truck,DR0516,Pune,Maharashtra,Petrol,8.04,95.21,765.49,85.3,10.61,1353.18,Maintenance,Urban,0
2024-05-20,VH1017,Bus,DR0517,Ahmedabad,Gujarat,Petrol,20.03,95.02,1903.25,120.2,6.0,1617.01,Operations,Urban,0
2025-06-21,VH1018,Van,DR0518,Bengaluru,Karnataka,Petrol,14.13,97.29,1374.71,195.2,13.81,1705.32,Sales,Highway,0
2025-07-09,VH1019,Car,DR0519,Mumbai,Maharashtra,CNG,14.69,83.32,1223.97,191.3,13.02,1407.69,Administration,Mixed,0
2025-11-24,VH1020,Mini-Truck,DR0520,Chennai,Tamil Nadu,Diesel,19.67,86.14,1694.37,226.0,11.49,1562.99,Administration,Highway,0
2025-11-13,VH1021,Mini-Truck,DR0521,Kolkata,West Bengal,Petrol,2.65,104.23,276.21,25.7,9.71,1136.61,Logistics,Urban,0
2025-08-11,VH1022,Truck,DR0522,Hyderabad,Telangana,Diesel,20.94,86.97,1821.15,202.7,9.68,1771.05,Maintenance,Highway,0
2024-06-29,VH1023,Mini-Truck,DR0523,Mumbai,Maharashtra,Diesel,6.03,90.66,546.68,78.8,13.06,676.32,Administration,Urban,0
2025-08-30,VH1024,Mini-Truck,DR0524,Kolkata,West Bengal,Diesel,31.94,87.08,2781.34,37.7,1.18,1177.93,Operations,Highway,1
2025-08-13,VH1025,Truck,DR0525,Bengaluru,Karnataka,Diesel,26.13,94.52,2469.81,227.3,8.7,1587.68,Administration,Highway,0
2025-07-26,VH1026,Van,DR0526,Mumbai,Maharashtra,Diesel,9.17,88.14,808.24,144.0,15.71,1949.03,Sales,Highway,0
2024-07-25,VH1027,Bus,DR0527,Pune,Maharashtra,Diesel,14.9,89.57,1334.59,108.2,7.26,318.74,Maintenance,Urban,0
2025-09-02,VH1028,Mini-Truck,DR0528,Ahmedabad,Gujarat,CNG,6.17,83.46,514.95,57.9,9.39,1512.51,Sales,Urban,0
2024-10-08,VH1029,SUV,DR0529,Mumbai,Maharashtra,Petrol,6.14,104.42,641.14,60.9,9.92,637.12,Administration,Urban,0
2025-05-07,VH1030,Mini-Truck,DR0530,Kolkata,West Bengal,CNG,3.95,82.47,325.76,53.3,13.5,222.47,Administration,Urban,0
2025-07-09,VH1031,Truck,DR0531,Bengaluru,Karnataka,Petrol,31.28,96.68,3024.15,227.4,7.27,1078.05,Operations,Highway,0
2025-08-07,VH1032,Van,DR0532,Kolkata,West Bengal,Diesel,13.22,88.89,1175.13,182.5,13.8,2416.95,Logistics,Highway,0
2025-04-23,VH1033,Bus,DR0533,Delhi,Delhi,Diesel,22.73,94.94,2157.99,131.4,5.78,1321.96,Sales,Highway,0
2024-02-24,VH1034,Car,DR0534,Chennai,Tamil Nadu,Diesel,14.41,89.9,1295.46,173.6,12.05,904.54,Administration,Highway,0
2025-08-19,VH1035,Van,DR0535,Delhi,Delhi,Petrol,20.19,96.49,1948.13,301.5,14.93,1499.52,Operations,Highway,0
2025-04-11,VH1036,Car,DR0536,Bengaluru,Karnataka,Diesel,4.16,92.61,385.26,71.8,17.25,947.72,Maintenance,Urban,0
2024-07-29,VH1037,Bus,DR0537,Mumbai,Maharashtra,Petrol,11.34,103.35,1171.99,86.9,7.66,717.36,Maintenance,Urban,0
2025-06-04,VH1038,Mini-Truck,DR0538,Bengaluru,Karnataka,Diesel,23.61,93.59,2209.66,206.1,8.73,600.19,Sales,Highway,0
2025-03-26,VH1039,Car,DR0539,Delhi,Delhi,Diesel,6.96,90.35,628.84,110.4,15.87,1344.29,Sales,Mixed,0
2024-01-26,VH1040,SUV,DR0540,Bengaluru,Karnataka,Diesel,16.55,88.77,1469.14,203.7,12.31,1547.35,Maintenance,Highway,0
2024-04-27,VH1041,Bus,DR0541,Delhi,Delhi,Petrol,27.04,99.25,2683.72,145.5,5.38,1212.69,Maintenance,Highway,0
2024-02-17,VH1042,Car,DR0542,Hyderabad,Telangana,Diesel,8.76,88.42,774.56,146.9,16.77,609.4,Operations,Mixed,0
2025-08-31,VH1043,Van,DR0543,Kolkata,West Bengal,Petrol,6.9,99.39,685.79,96.0,13.92,1630.57,Maintenance,Mixed,0
2025-05-13,VH1044,Bus,DR0544,Ahmedabad,Gujarat,Diesel,12.45,92.6,1152.87,92.6,7.44,1287.36,Logistics,Urban,0
2024-10-29,VH1045,Mini-Truck,DR0545,Delhi,Delhi,Diesel,11.05,87.76,969.75,143.7,13.0,681.49,Sales,Mixed,0
2025-11-01,VH1046,SUV,DR0546,Hyderabad,Telangana,Petrol,9.87,104.55,1031.91,97.5,9.88,1054.22,Logistics,Urban,0
2024-10-20,VH1047,Bus,DR0547,Ahmedabad,Gujarat,Diesel,52.95,86.28,4568.53,255.2,4.82,974.04,Operations,Highway,0
2024-06-14,VH1048,Bus,DR0548,Bengaluru,Karnataka,Diesel,12.6,94.92,1195.99,54.8,4.35,1288.48,Logistics,Mixed,0
2024-07-20,VH1049,Car,DR0549,Mumbai,Maharashtra,Diesel,4.36,90.16,393.1,52.8,12.11,1609.89,Maintenance,Urban,0
2025-10-21,VH1050,Mini-Truck,DR0550,Mumbai,Maharashtra,Diesel,5.62,91.43,513.84,74.6,13.28,1286.31,Logistics,Urban,0
2025-08-15,VH1051,Mini-Truck,DR0551,Delhi,Delhi,Diesel,15.58,93.6,1458.29,15.5,0.99,1616.39,Maintenance,Urban,1
2025-11-18,VH1052,Bus,DR0552,Kolkata,West Bengal,Petrol,18.01,96.91,1745.35,74.4,4.13,1858.64,Maintenance,Urban,0
2025-09-19,VH1053,Bus,DR0553,Kolkata,West Bengal,Petrol,28.04,94.82,2658.75,154.2,5.5,2304.66,Operations,Mixed,0
2024-10-25,VH1054,Bus,DR0554,Ahmedabad,Gujarat,Diesel,22.86,87.15,1992.25,115.9,5.07,1269.78,Maintenance,Highway,0
2024-11-09,VH1055,SUV,DR0555,Pune,Maharashtra,Petrol,9.96,104.12,1037.04,109.6,11.0,1663.03,Maintenance,Mixed,0
2025-10-29,VH1056,Truck,DR0556,Pune,Maharashtra,Diesel,9.0,86.98,782.82,70.3,7.81,1703.77,Maintenance,Mixed,0
2025-06-02,VH1057,Van,DR0557,Pune,Maharashtra,Diesel,0.03,93.35,2.8,0.4,12.94,1694.77,Sales,Urban,0
2025-11-27,VH1058,SUV,DR0558,Bengaluru,Karnataka,Diesel,8.99,93.89,844.07,100.4,11.17,1272.86,Operations,Urban,0
2025-12-22,VH1059,Bus,DR0559,Kolkata,West Bengal,Diesel,9.3,91.71,852.9,64.2,6.9,1828.62,Logistics,Urban,0
2024-08-09,VH1060,Van,DR0560,Bengaluru,Karnataka,CNG,8.99,81.95,736.73,132.1,14.7,1069.68,Operations,Mixed,0
2024-07-29,VH1061,Bus,DR0561,Mumbai,Maharashtra,Petrol,22.2,102.11,2266.84,175.4,7.9,1115.43,Administration,Highway,0
2025-07-30,VH1062,SUV,DR0562,Pune,Maharashtra,CNG,14.74,81.69,1204.11,172.4,11.7,201.23,Logistics,Mixed,0
2024-07-14,VH1063,Bus,DR0563,Mumbai,Maharashtra,Diesel,36.06,89.02,3210.06,147.5,4.09,2140.23,Operations,Highway,0
2025-03-20,VH1064,Mini-Truck,DR0564,Delhi,Delhi,Diesel,13.71,85.16,1167.54,136.6,9.96,1437.02,Logistics,Mixed,0
2024-01-19,VH1065,Van,DR0565,Pune,Maharashtra,Diesel,20.76,90.1,1870.48,24.3,1.17,1560.07,Sales,Urban,1
2024-03-08,VH1066,Mini-Truck,DR0566,Pune,Maharashtra,Diesel,5.47,87.88,480.7,52.8,9.65,636.43,Sales,Urban,0
2025-07-16,VH1067,Car,DR0567,Mumbai,Maharashtra,Diesel,2.24,94.81,212.37,49.1,21.91,186.12,Operations,Urban,0
2025-07-17,VH1068,Mini-Truck,DR0568,Chennai,Tamil Nadu,Petrol,23.86,97.68,2330.64,201.4,8.44,1306.8,Administration,Highway,0
2025-10-10,VH1069,Van,DR0569,Kolkata,West Bengal,CNG,13.33,78.77,1050.0,138.6,10.4,1473.28,Operations,Mixed,0
2024-05-14,VH1070,Truck,DR0570,Mumbai,Maharashtra,Petrol,7.29,95.23,694.23,86.2,11.82,1665.24,Sales,Mixed,0
2024-11-19,VH1071,SUV,DR0571,Mumbai,Maharashtra,Petrol,17.9,103.09,1845.31,182.2,10.18,142.22,Operations,Highway,0
2024-01-24,VH1072,Truck,DR0572,Pune,Maharashtra,Petrol,34.99,95.81,3352.39,237.9,6.8,1110.1,Maintenance,Highway,0
2024-06-15,VH1073,Mini-Truck,DR0573,Ahmedabad,Gujarat,Petrol,16.38,97.62,1599.02,229.0,13.98,695.52,Maintenance,Highway,0
2024-01-06,VH1074,Van,DR0574,Bengaluru,Karnataka,Petrol,0.67,100.47,67.31,9.0,13.47,1546.33,Maintenance,Urban,0
2025-06-24,VH1075,Van,DR0575,Chennai,Tamil Nadu,Diesel,8.76,94.23,825.45,127.5,14.55,774.87,Sales,Mixed,0
2024-09-26,VH1076,SUV,DR0576,Mumbai,Maharashtra,CNG,9.5,77.14,732.83,96.0,10.1,1028.31,Maintenance,Urban,0
2024-09-02,VH1077,SUV,DR0577,Pune,Maharashtra,CNG,7.69,76.43,587.75,100.0,13.0,1058.9,Administration,Urban,0
2024-04-13,VH1078,Car,DR0578,Ahmedabad,Gujarat,Petrol,3.31,104.11,344.6,49.1,14.85,1360.49,Operations,Urban,0
2025-07-29,VH1079,SUV,DR0579,Chennai,Tamil Nadu,Petrol,14.14,98.97,1399.44,170.5,12.06,1641.1,Maintenance,Highway,0
2024-02-07,VH1080,Car,DR0580,Delhi,Delhi,Petrol,13.71,100.52,1378.13,219.5,16.01,394.66,Administration,Highway,0
2024-08-26,VH1081,Truck,DR0581,Mumbai,Maharashtra,Petrol,11.26,99.68,1122.4,109.1,9.69,1679.9,Maintenance,Urban,0
2024-03-05,VH1082,Mini-Truck,DR0582,Pune,Maharashtra,Diesel,9.86,90.27,890.06,98.2,9.96,1747.48,Logistics,Mixed,0
2025-03-11,VH1083,Van,DR0583,Delhi,Delhi,Petrol,11.41,98.39,1122.63,120.9,10.6,769.36,Maintenance,Mixed,0
2024-02-24,VH1084,Mini-Truck,DR0584,Ahmedabad,Gujarat,Petrol,16.47,101.01,1663.63,167.0,10.14,2516.35,Sales,Highway,0
2025-09-03,VH1085,Bus,DR0585,Bengaluru,Karnataka,Petrol,34.8,101.83,3543.68,147.9,4.25,1675.14,Sales,Urban,0
2025-02-17,VH1086,SUV,DR0586,Bengaluru,Karnataka,Diesel,4.19,93.35,391.14,43.9,10.48,1337.45,Operations,Urban,0
2024-02-09,VH1087,Bus,DR0587,Delhi,Delhi,Petrol,18.94,102.83,1947.6,96.4,5.09,1787.91,Maintenance,Urban,0
2025-02-12,VH1088,Mini-Truck,DR0588,Ahmedabad,Gujarat,Petrol,5.59,100.32,560.79,60.4,10.8,2266.63,Administration,Urban,0
2024-11-07,VH1089,Mini-Truck,DR0589,Ahmedabad,Gujarat,Diesel,10.08,93.31,940.56,110.1,10.92,1405.56,Logistics,Urban,0
2024-05-13,VH1090,Bus,DR0590,Bengaluru,Karnataka,Petrol,16.23,95.03,1542.34,87.8,5.41,660.29,Maintenance,Urban,0
2025-04-08,VH1091,Bus,DR0591,Hyderabad,Telangana,Diesel,34.96,88.64,3098.85,143.7,4.11,914.96,Maintenance,Mixed,0
2025-12-23,VH1092,Car,DR0592,Chennai,Tamil Nadu,Diesel,19.69,93.02,1831.56,256.2,13.01,1672.61,Operations,Highway,0
2025-11-03,VH1093,Van,DR0593,Ahmedabad,Gujarat,Diesel,16.18,94.5,1529.01,251.7,15.56,1832.53,Logistics,Highway,0
2024-11-12,VH1094,Van,DR0594,Delhi,Delhi,Petrol,7.73,97.29,752.05,86.1,11.14,824.39,Administration,Urban,0
2025-12-16,VH1095,Car,DR0595,Ahmedabad,Gujarat,Diesel,8.31,90.5,752.06,150.5,18.1,1319.78,Logistics,Mixed,0
2024-01-10,VH1096,SUV,DR0596,Hyderabad,Telangana,Diesel,14.09,90.34,1272.89,157.3,11.16,248.49,Operations,Highway,0
2025-02-18,VH1097,Bus,DR0597,Chennai,Tamil Nadu,Diesel,24.9,90.8,2260.92,107.8,4.33,827.94,Sales,Urban,0
2024-03-03,VH1098,Bus,DR0598,Hyderabad,Telangana,Diesel,39.3,93.07,3657.65,172.9,4.4,1259.7,Administration,Highway,0
2025-03-20,VH1099,Truck,DR0599,Pune,Maharashtra,Diesel,2.92,90.0,262.8,30.8,10.53,1095.69,Administration,Urban,0
2024-01-24,VH1100,Mini-Truck,DR0500,Pune,Maharashtra,Petrol,24.1,98.74,2379.63,212.1,8.8,1085.08,Operations,Highway,0
2025-01-09,VH1101,Car,DR0501,Pune,Maharashtra,Diesel,5.5,87.06,478.83,95.9,17.44,1009.03,Administration,Urban,0
2024-07-19,VH1102,Van,DR0502,Bengaluru,Karnataka,Diesel,2.66,91.83,244.27,27.8,10.47,1319.63,Operations,Urban,0
2025-04-25,VH1103,SUV,DR0503,Pune,Maharashtra,CNG,14.4,82.69,1190.74,174.4,12.11,1612.68,Sales,Highway,0
2025-07-24,VH1104,Bus,DR0504,Ahmedabad,Gujarat,Petrol,27.62,101.86,2813.37,119.3,4.32,1224.4,Maintenance,Mixed,0
2025-06-13,VH1105,SUV,DR0505,Bengaluru,Karnataka,Diesel,7.23,85.87,620.84,85.0,11.76,1023.45,Maintenance,Mixed,0
2025-03-08,VH1106,Bus,DR0506,Kolkata,West Bengal,Petrol,22.8,102.4,2334.72,119.7,5.25,856.18,Administration,Mixed,0
2025-01-04,VH1107,SUV,DR0507,Kolkata,West Bengal,Diesel,17.71,92.91,1645.44,177.1,10.0,785.76,Logistics,Highway,0
2025-01-18,VH1108,Bus,DR0508,Bengaluru,Karnataka,Petrol,32.44,94.79,3074.99,187.8,5.79,1956.39,Operations,Mixed,0
2024-07-21,VH1109,Car,DR0509,Chennai,Tamil Nadu,Diesel,6.69,88.82,594.21,144.3,21.56,973.04,Logistics,Highway,0
